model,metric,split,size,value
LinReg,mae,cross,0.5,8.98024570893267
LinReg,rmse,cross,0.5,10.347213035817184
ANN,mae,test,0.5,2.3700027465820312
ANN,rmse,test,0.5,3.3252353987027297
ANN,mae,cross,0.5,2.9463577270507812
ANN,rmse,cross,0.5,7.162628587628989
IDW,mae,test,0.5,0.7099976013755906
IDW,rmse,test,0.5,2.7753221602552194
IDW,mae,cross,0.5,11.611887795951077
IDW,rmse,cross,0.5,12.179495155756946
Kriging,mae,test,0.5,2.114624505755323
Kriging,rmse,test,0.5,4.528588462210617
Kriging,mae,cross,0.5,11.885375493478548
Kriging,rmse,cross,0.5,12.153342224152647
Ensemble,mae,test,0.5,0.9125627176766145
Ensemble,rmse,test,0.5,2.518236066475312
Ensemble,mae,cross,0.5,3.9714217195894435
Ensemble,rmse,cross,0.5,6.58495907419552
LinReg,mae,test,0.1,2.700161958933265
LinReg,rmse,test,0.1,4.591096238453893
LinReg,mae,cross,0.1,8.962522941681968
LinReg,rmse,cross,0.1,10.238409929442025
ANN,mae,test,0.1,2.1666793823242188
ANN,rmse,test,0.1,4.804021508366956
ANN,mae,cross,0.1,9.338386535644531
ANN,rmse,cross,0.1,9.656606273273184
IDW,mae,test,0.1,0.642573393967524
IDW,rmse,test,0.1,2.872475790104355
IDW,mae,cross,0.1,11.556852554069678
IDW,rmse,cross,0.1,12.051626832531516
Kriging,mae,test,0.1,3.0244710521615588
Kriging,rmse,test,0.1,4.284750775089747
Kriging,mae,cross,0.1,11.924215223859647
Kriging,rmse,cross,0.1,12.3293764141636
Ensemble,mae,test,0.1,0.6217579731791574
Ensemble,rmse,test,0.1,2.847792022932654
Ensemble,mae,cross,0.1,11.597956547553267
Ensemble,rmse,cross,0.1,11.75434951637401
LinReg,mae,test,0.2,2.6080036597405183
LinReg,rmse,test,0.2,4.797928303319078
LinReg,mae,cross,0.2,8.819703113195686
LinReg,rmse,cross,0.2,10.163958315316675
ANN,mae,test,0.2,1.9857902526855469
ANN,rmse,test,0.2,3.6430789995590716
ANN,mae,cross,0.2,7.170936584472656
ANN,rmse,cross,0.2,8.25469034729588
