model,metric,split,size,value
LinReg,mae,cross,0.5,28.862496593763822
LinReg,rmse,cross,0.5,29.525173015621128
ANN,mae,test,0.5,1.7982330322265625
ANN,rmse,test,0.5,3.033491967387358
ANN,mae,cross,0.5,2.5301284790039062
ANN,rmse,cross,0.5,4.313424500486613
IDW,mae,test,0.5,1.154116935433997
IDW,rmse,test,0.5,2.5863271015125613
IDW,mae,cross,0.5,9.4208262327096
IDW,rmse,cross,0.5,10.589877806403711
Kriging,mae,test,0.5,3.050938337802549
Kriging,rmse,test,0.5,5.093339811206908
Kriging,mae,cross,0.5,11.050938337802933
Kriging,rmse,cross,0.5,11.864747029582704
Ensemble,mae,test,0.5,0.9184359916527853
Ensemble,rmse,test,0.5,2.7489956835397384
Ensemble,mae,cross,0.5,6.5427665724376
Ensemble,rmse,cross,0.5,8.857911863006464
LinReg,mae,test,0.1,2.2265163759746187
LinReg,rmse,test,0.1,3.85275706962207
LinReg,mae,cross,0.1,30.386888287426558
LinReg,rmse,cross,0.1,31.05467821809356
ANN,mae,test,0.1,1.6289138793945312
ANN,rmse,test,0.1,3.1082992565998664
ANN,mae,cross,0.1,2.6002731323242188
ANN,rmse,cross,0.1,4.159709168968941
IDW,mae,test,0.1,1.1463931422860867
IDW,rmse,test,0.1,2.3360082803332594
IDW,mae,cross,0.1,9.52885196416645
IDW,rmse,cross,0.1,10.67242034519547
Kriging,mae,test,0.1,3.1071428571637085
Kriging,rmse,test,0.1,6.187498368032094
Kriging,mae,cross,0.1,10.892857142836434
Kriging,rmse,cross,0.1,11.719991338587706
Ensemble,mae,test,0.1,0.6963241398427584
Ensemble,rmse,test,0.1,2.0546759903259546
Ensemble,mae,cross,0.1,6.17213998157564
Ensemble,rmse,cross,0.1,8.643590978925026
LinReg,mae,test,0.2,2.182804005804627
LinReg,rmse,test,0.2,3.6182071839694188
LinReg,mae,cross,0.2,28.758107556283704
LinReg,rmse,cross,0.2,29.461823920359105
ANN,mae,test,0.2,1.7460556030273438
ANN,rmse,test,0.2,2.8404597852057494
ANN,mae,cross,0.2,3.130889892578125
ANN,rmse,cross,0.2,4.520329762486413
IDW,mae,test,0.2,1.1127310262695538
IDW,rmse,test,0.2,2.206535523121958
IDW,mae,cross,0.2,9.705882427784218
IDW,rmse,cross,0.2,10.799234364190529
Kriging,mae,test,0.2,3.078726968132024
Kriging,rmse,test,0.2,6.047554369530087
Kriging,mae,cross,0.2,10.9212730318458
Kriging,rmse,cross,0.2,11.74598657350832
Ensemble,mae,test,0.2,0.6735160139657985
Ensemble,rmse,test,0.2,1.8620855442819584
Ensemble,mae,cross,0.2,6.012879971831666
Ensemble,rmse,cross,0.2,8.182265469565738
LinReg,mae,test,0.3,2.047933617756385
LinReg,rmse,test,0.3,3.612375536910439
LinReg,mae,cross,0.3,28.77555910722495
LinReg,rmse,cross,0.3,29.471187183224252
ANN,mae,test,0.3,1.901336669921875
ANN,rmse,test,0.3,2.9434399571200327
ANN,mae,cross,0.3,3.0473709106445312
ANN,rmse,cross,0.3,4.56193472928949
IDW,mae,test,0.3,1.1716498013394698
IDW,rmse,test,0.3,2.287366769645865
IDW,mae,cross,0.3,9.902554036619549
IDW,rmse,cross,0.3,10.975894321025772
Kriging,mae,test,0.3,2.9233716475333154
Kriging,rmse,test,0.3,5.893179848340718
Kriging,mae,cross,0.3,11.076628352466685
Kriging,rmse,cross,0.3,11.888303560897057
Ensemble,mae,test,0.3,0.6749091424059444
Ensemble,rmse,test,0.3,2.096366990044578
Ensemble,mae,cross,0.3,6.101105353289142
Ensemble,rmse,cross,0.3,8.33253726437713
LinReg,mae,test,0.4,2.094939656199628
LinReg,rmse,test,0.4,3.813905384620439
LinReg,mae,cross,0.4,28.00947359013753
LinReg,rmse,cross,0.4,28.693741551461535
ANN,mae,test,0.4,2.0439376831054688
ANN,rmse,test,0.4,3.246080113408089
ANN,mae,cross,0.4,2.800018310546875
ANN,rmse,cross,0.4,4.496859602744426
IDW,mae,test,0.4,1.181771530081022
IDW,rmse,test,0.4,2.7177932393745827
IDW,mae,cross,0.4,9.702999594876857
IDW,rmse,cross,0.4,10.819573682531274
Kriging,mae,test,0.4,3.01785714282326
Kriging,rmse,test,0.4,5.7000734968410764
Kriging,mae,cross,0.4,11.01785714282326
Kriging,rmse,cross,0.4,11.834426211568696
Ensemble,mae,test,0.4,0.8316583513739104
Ensemble,rmse,test,0.4,2.4388704293581616
Ensemble,mae,cross,0.4,6.367800247105322
Ensemble,rmse,cross,0.4,8.554865628153163
LinReg,mae,test,0.5,2.1194286072166832
LinReg,rmse,test,0.5,3.7175457006478245
LinReg,mae,cross,0.5,28.385642032378215
LinReg,rmse,cross,0.5,29.094537702747292
ANN,mae,test,0.5,2.0643157958984375
ANN,rmse,test,0.5,3.2070458241349336
ANN,mae,cross,0.5,3.8267364501953125
ANN,rmse,cross,0.5,4.7104609303982015
IDW,mae,test,0.5,1.3547050779486298
IDW,rmse,test,0.5,2.807220962710168
IDW,mae,cross,0.5,9.656719171801328
IDW,rmse,cross,0.5,10.713636682977322
Kriging,mae,test,0.5,3.0777479892749113
Kriging,rmse,test,0.5,5.505192677170026
Kriging,mae,cross,0.5,10.92225201072479
Kriging,rmse,cross,0.5,11.746882356289433
Ensemble,mae,test,0.5,0.9594261770645396
Ensemble,rmse,test,0.5,2.45984158151366
Ensemble,mae,cross,0.5,6.133618815961981
Ensemble,rmse,cross,0.5,8.249799052813138
LinReg,mae,test,0.1,2.830028663250687
LinReg,rmse,test,0.1,3.912507750536016
LinReg,mae,cross,0.1,30.282933692984102
LinReg,rmse,cross,0.1,30.95611398261174
ANN,mae,test,0.1,2.0219268798828125
ANN,rmse,test,0.1,2.761067172383897
ANN,mae,cross,0.1,2.6276321411132812
ANN,rmse,cross,0.1,3.9057438319471265
IDW,mae,test,0.1,1.0254964228314236
IDW,rmse,test,0.1,2.250468483871868
IDW,mae,cross,0.1,9.395196687523011
IDW,rmse,cross,0.1,10.558491469054152
Kriging,mae,test,0.1,3.181547619024599
Kriging,rmse,test,0.1,5.930875715573038
Kriging,mae,cross,0.1,10.81845238097543
Kriging,rmse,cross,0.1,11.651978417149982
Ensemble,mae,test,0.1,0.6541495441043139
Ensemble,rmse,test,0.1,1.9621294891423624
Ensemble,mae,cross,0.1,6.319948945261842
Ensemble,rmse,cross,0.1,8.658784419129011
LinReg,mae,test,0.2,2.2862347636386637
LinReg,rmse,test,0.2,3.763607998574253
LinReg,mae,cross,0.2,30.021911764861443
LinReg,rmse,cross,0.2,30.675972645307098
ANN,mae,test,0.2,2.1663780212402344
ANN,rmse,test,0.2,3.1412734739173525
ANN,mae,cross,0.2,2.2459335327148438
ANN,rmse,cross,0.2,4.445972642183476
IDW,mae,test,0.2,1.0039742574302792
IDW,rmse,test,0.2,2.3598121229991977
IDW,mae,cross,0.2,9.414923384098358
IDW,rmse,cross,0.2,10.550356096189818
Kriging,mae,test,0.2,3.0988274707217016
Kriging,rmse,test,0.2,5.682155850735391
Kriging,mae,cross,0.2,10.901172529278298
Kriging,rmse,cross,0.2,11.727597202830614
Ensemble,mae,test,0.2,0.8859998776809661
Ensemble,rmse,test,0.2,2.063542471914182
Ensemble,mae,cross,0.2,6.524467851923916
Ensemble,rmse,cross,0.2,8.762624571253129
LinReg,mae,test,0.3,2.1212219389010443
LinReg,rmse,test,0.3,3.667330789417715
LinReg,mae,cross,0.3,30.487636989649076
LinReg,rmse,cross,0.3,31.159680212167192
ANN,mae,test,0.3,2.179779052734375
ANN,rmse,test,0.3,3.1513383447706005
ANN,mae,cross,0.3,2.8376693725585938
ANN,rmse,cross,0.3,4.507331018909315
IDW,mae,test,0.3,1.0770627616900015
IDW,rmse,test,0.3,2.5599034115352306
IDW,mae,cross,0.3,9.284184076973787
IDW,rmse,cross,0.3,10.446524064381082
Kriging,mae,test,0.3,3.183908046019326
Kriging,rmse,test,0.3,5.564121603214117
Kriging,mae,cross,0.3,10.816091953980674
Kriging,rmse,cross,0.3,11.649822044562825
Ensemble,mae,test,0.3,0.9761421856032939
Ensemble,rmse,test,0.3,2.2990617520407324
Ensemble,mae,cross,0.3,6.536311245418233
Ensemble,rmse,cross,0.3,8.796951461353947
LinReg,mae,test,0.4,2.0208874225770757
LinReg,rmse,test,0.4,3.681610377223765
LinReg,mae,cross,0.4,31.021234679941443
LinReg,rmse,cross,0.4,31.670350599910186
ANN,mae,test,0.4,2.197021484375
ANN,rmse,test,0.4,3.2861963627434307
ANN,mae,cross,0.4,2.726654052734375
ANN,rmse,cross,0.4,4.0167298826988835
IDW,mae,test,0.4,1.1093073159590148
IDW,rmse,test,0.4,2.6954540085684298
IDW,mae,cross,0.4,9.231209581284006
IDW,rmse,cross,0.4,10.404936965709567
Kriging,mae,test,0.4,3.178571428609928
Kriging,rmse,test,0.4,5.271800313053945
Kriging,mae,cross,0.4,10.821428571390072
Kriging,rmse,cross,0.4,11.654697434302388
Ensemble,mae,test,0.4,1.0972488095732942
Ensemble,rmse,test,0.4,2.6858339854587925
Ensemble,mae,cross,0.4,6.433720893653117
Ensemble,rmse,cross,0.4,8.802374948921127
LinReg,mae,test,0.5,1.9172157380421595
LinReg,rmse,test,0.5,3.6259982969743216
LinReg,mae,cross,0.5,30.935429732753448
LinReg,rmse,cross,0.5,31.5850297684917
ANN,mae,test,0.5,1.7712173461914062
ANN,rmse,test,0.5,3.1735265981585057
ANN,mae,cross,0.5,2.8762435913085938
ANN,rmse,cross,0.5,4.597960590513848
IDW,mae,test,0.5,1.1479146606103896
IDW,rmse,test,0.5,2.5604671694583403
IDW,mae,cross,0.5,8.823599068188031
IDW,rmse,cross,0.5,10.07651127793424
Kriging,mae,test,0.5,3.3190348525270394
Kriging,rmse,test,0.5,4.965762136396639
Kriging,mae,cross,0.5,10.68096514747296
Kriging,rmse,cross,0.5,11.526510006046472
Ensemble,mae,test,0.5,0.959128670368429
Ensemble,rmse,test,0.5,2.612824866552315
Ensemble,mae,cross,0.5,6.513181646313058
Ensemble,rmse,cross,0.5,8.638229561725083
LinReg,mae,test,0.1,2.097513000357864
LinReg,rmse,test,0.1,3.5974665862117807
LinReg,mae,cross,0.1,30.577815916524756
LinReg,rmse,cross,0.1,31.230570399676335
ANN,mae,test,0.1,1.8744583129882812
ANN,rmse,test,0.1,2.883731286704421
ANN,mae,cross,0.1,2.524871826171875
ANN,rmse,cross,0.1,4.324270915012402
IDW,mae,test,0.1,0.7730501041329774
IDW,rmse,test,0.1,2.6347759024193143
IDW,mae,cross,0.1,9.444592354193048
IDW,rmse,cross,0.1,10.605194618824717
Kriging,mae,test,0.1,3.0833333332622175
Kriging,rmse,test,0.1,5.31147430185603
Kriging,mae,cross,0.1,10.916666666737783
Kriging,rmse,cross,0.1,11.741771847380047
Ensemble,mae,test,0.1,0.5219544663048055
Ensemble,rmse,test,0.1,2.0554139109234724
Ensemble,mae,cross,0.1,6.494126320436635
Ensemble,rmse,cross,0.1,8.71813639455237
LinReg,mae,test,0.2,2.6020185684752946
LinReg,rmse,test,0.2,3.948611230373522
LinReg,mae,cross,0.2,31.442193507333485
LinReg,rmse,cross,0.2,32.08122430908082
ANN,mae,test,0.2,2.3133392333984375
ANN,rmse,test,0.2,3.4178304496210026
ANN,mae,cross,0.2,2.1472396850585938
ANN,rmse,cross,0.2,4.362937197879619
IDW,mae,test,0.2,1.0825938975552347
IDW,rmse,test,0.2,2.868851478168151
IDW,mae,cross,0.2,9.556002480435524
IDW,rmse,cross,0.2,10.69651913657174
Kriging,mae,test,0.2,2.964824120909036
Kriging,rmse,test,0.2,5.454937844926695
Kriging,mae,cross,0.2,10.964824120694715
Kriging,rmse,cross,0.2,11.785849380403974
Ensemble,mae,test,0.2,0.7828622050406686
Ensemble,rmse,test,0.2,2.416030973874862
Ensemble,mae,cross,0.2,6.2512423948580675
Ensemble,rmse,cross,0.2,8.664130790813845
LinReg,mae,test,0.3,2.4941890866805494
LinReg,rmse,test,0.3,3.8987563887705865
LinReg,mae,cross,0.3,32.61271114366322
LinReg,rmse,cross,0.3,33.23713236105181
ANN,mae,test,0.3,2.0972976684570312
ANN,rmse,test,0.3,3.350886143896079
ANN,mae,cross,0.3,2.5158233642578125
ANN,rmse,cross,0.3,4.193262853361545
IDW,mae,test,0.3,1.008273670620511
IDW,rmse,test,0.3,2.7010674946362845
IDW,mae,cross,0.3,9.597556129935953
IDW,rmse,cross,0.3,10.734174244290584
Kriging,mae,test,0.3,3.1379310343851614
Kriging,rmse,test,0.3,5.491003223075677
